band	id	simp	unit	missing
band8	L8-3032	浓重	b79-m5-register-shift	zh+en
band8	L8-3033	弄虚作假	b79-m5-register-shift	zh+en
band8	L8-3036	暖烘烘	b79-m5-register-shift	zh+en
band8	L8-3044	拍板	b79-m5-emotional-subtlety	zh+en
band8	L8-3046	拍戏	b79-m5-emotional-subtlety	zh+en
band8	L8-3047	排斥	b79-m5-emotional-subtlety	zh+en
band8	L8-3050	徘徊	b79-m5-emotional-subtlety	zh+en
band8	L8-3052	派别	b79-m5-emotional-subtlety	zh+en
band8	L8-3057	盘算	b79-m5-emotional-subtlety	zh+en
band8	L8-3062	叛逆	b79-m5-emotional-subtlety	zh+en
band8	L8-3068	刨	b79-m5-emotional-subtlety	zh+en
band8	L8-3070	跑道	b79-m5-emotional-subtlety	zh+en
band8	L8-3071	跑龙套	b79-m5-emotional-subtlety	zh+en
band8	L8-3072	泡沫	b79-m5-emotional-subtlety	zh+en
band8	L8-3073	胚胎	b79-m5-emotional-subtlety	zh+en
band8	L8-3075	陪葬	b79-m5-emotional-subtlety	zh+en
band8	L8-3076	赔钱	b79-m5-emotional-subtlety	zh+en
band8	L8-3079	配偶	b79-m5-emotional-subtlety	zh+en
band8	L8-3080	配送	b79-m5-emotional-subtlety	zh+en
band8	L8-3081	配音	b79-m5-emotional-subtlety	zh+en
band8	L8-3085	蓬勃	b79-m5-emotional-subtlety	zh+en
band8	L8-3089	捧场	b79-m5-emotional-subtlety	zh+en
band8	L8-3094	批发	b79-m5-emotional-subtlety	zh+en
band8	L8-3095	批判	b79-m5-emotional-subtlety	zh+en
band8	L8-3096	披露	b79-m5-emotional-subtlety	zh+en
band8	L8-3098	皮带	b79-m5-emotional-subtlety	zh+en
band8	L8-3100	疲惫不堪	b79-m5-emotional-subtlety	zh+en
band8	L8-3105	媲美	b79-m5-emotional-subtlety	zh+en
band8	L8-3106	僻静	b79-m5-emotional-subtlety	zh+en
band8	L8-3110	偏差	b79-m5-emotional-subtlety	zh+en
band8	L8-3111	偏方	b79-m5-emotional-subtlety	zh+en
band8	L8-3114	偏偏	b79-m5-emotional-subtlety	zh+en
band8	L8-3117	篇幅	b79-m5-emotional-subtlety	zh+en
band8	L8-3118	片段	b79-m5-emotional-subtlety	zh+en
band8	L8-3122	票房	b79-m5-emotional-subtlety	zh+en
band8	L8-3124	拼搏	b79-m5-emotional-subtlety	zh+en
band8	L8-3128	频率	b79-m5-emotional-subtlety	zh+en
band8	L8-3129	频频	b79-m5-emotional-subtlety	zh+en
band8	L8-3131	品德	b79-m5-emotional-subtlety	zh+en
band8	L8-3135	聘任	b79-m5-emotional-subtlety	zh+en
band8	L8-3138	平常心	b79-m5-emotional-subtlety	zh+en
band8	L8-3141	平价	b79-m5-emotional-subtlety	zh+en
band8	L8-3146	评定	b79-m5-emotional-subtlety	zh+en
band8	L8-3149	评审	b79-m5-emotional-subtlety	zh+en
band8	L8-3150	评委	b79-m5-emotional-subtlety	zh+en
band8	L8-3153	凭证	b79-m5-emotional-subtlety	zh+en
band8	L8-3154	瓶颈	b79-m5-emotional-subtlety	zh+en
band8	L8-3156	泼冷水	b79-m5-emotional-subtlety	zh+en
band8	L8-3160	迫使	b79-m5-emotional-subtlety	zh+en
band8	L8-3161	破案	b79-m5-emotional-subtlety	zh+en
band8	L8-3162	破除	b79-m5-emotional-subtlety	zh+en
band8	L8-3163	破解	b79-m5-emotional-subtlety	zh+en
band8	L8-3168	魄力	b79-m5-emotional-subtlety	zh+en
band8	L8-3172	菩萨	b79-m5-emotional-subtlety	zh+en
band8	L8-3173	朴实	b79-m5-emotional-subtlety	zh+en
band8	L8-3178	七嘴八舌	b79-m5-emotional-subtlety	zh+en
band8	L8-3183	欺诈	b79-m5-emotional-subtlety	zh+en
band8	L8-3186	其后	b79-m5-emotional-subtlety	zh+en
band8	L8-3187	其间	b79-m5-emotional-subtlety	zh+en
band8	L8-3188	奇花异草	b79-m5-emotional-subtlety	zh+en
band8	L8-3198	乞求	b79-m5-emotional-subtlety	zh+en
band8	L8-3199	乞讨	b79-m5-emotional-subtlety	zh+en
band8	L8-3201	启迪	b79-m5-emotional-subtlety	zh+en
band8	L8-3202	启蒙	b79-m5-emotional-subtlety	zh+en
band8	L8-3205	起草	b79-m5-emotional-subtlety	zh+en
band8	L8-3209	起劲	b79-m5-emotional-subtlety	zh+en
band8	L8-3210	起跑线	b79-m5-emotional-subtlety	zh+en
band8	L8-3213	气管	b79-m5-emotional-subtlety	zh+en
band8	L8-3215	气派	b79-m5-emotional-subtlety	zh+en
band8	L8-3216	气泡	b79-m5-emotional-subtlety	zh+en
band8	L8-3217	气魄	b79-m5-emotional-subtlety	zh+en
band8	L8-3218	气势	b79-m5-emotional-subtlety	zh+en
band8	L8-3224	契机	b79-m5-emotional-subtlety	zh+en
band8	L8-3226	器材	b79-m5-emotional-subtlety	zh+en
band8	L8-3227	器械	b79-m5-emotional-subtlety	zh+en
band8	L8-3230	卡子	b79-m5-emotional-subtlety	zh+en
band8	L8-3232	恰到好处	b79-m5-emotional-subtlety	zh+en
band8	L8-3236	千变万化	b79-m5-emotional-subtlety	zh+en
band8	L8-3237	千方百计	b79-m5-emotional-subtlety	zh+en
band8	L8-3238	千家万户	b79-m5-emotional-subtlety	zh+en
band8	L8-3242	迁就	b79-m5-emotional-subtlety	zh+en
band8	L8-3246	牵涉	b79-m5-emotional-subtlety	zh+en
band8	L8-3247	牵头	b79-m5-emotional-subtlety	zh+en
band8	L8-3248	牵制	b79-m5-emotional-subtlety	zh+en
band8	L8-3253	前辈	b79-m5-emotional-subtlety	zh+en
band8	L8-3254	前不久	b79-m5-emotional-subtlety	zh+en
band8	L8-3255	前赴后继	b79-m5-emotional-subtlety	zh+en
band8	L8-3256	前期	b79-m6-chengyu	zh+en
band8	L8-3257	前任	b79-m6-chengyu	zh+en
band8	L8-3262	前线	b79-m6-chengyu	zh+en
band8	L8-3263	前沿	b79-m6-chengyu	zh+en
band8	L8-3269	潜能	b79-m6-chengyu	zh+en
band8	L8-3271	潜艇	b79-m6-chengyu	zh+en
band8	L8-3273	潜在	b79-m6-chengyu	zh+en
band8	L8-3275	欠缺	b79-m6-chengyu	zh+en
band8	L8-3276	欠条	b79-m6-chengyu	zh+en
band8	L8-3278	呛	b79-m6-chengyu	zh+en
band8	L8-3286	强占	b79-m6-chengyu	zh+en
band8	L8-3288	抢夺	b79-m6-chengyu	zh+en
band8	L8-3290	抢眼	b79-m6-chengyu	zh+en
band8	L8-3291	敲边鼓	b79-m6-chengyu	zh+en
band8	L8-3292	敲诈	b79-m6-chengyu	zh+en
band8	L8-3293	乔装	b79-m6-chengyu	zh+en
band8	L8-3296	窍门	b79-m6-chengyu	zh+en
band8	L8-3307	侵害	b79-m6-chengyu	zh+en
band8	L8-3309	侵权	b79-m6-chengyu	zh+en
band8	L8-3310	侵占	b79-m6-chengyu	zh+en
band8	L8-3311	亲和力	b79-m6-chengyu	zh+en
band8	L8-3315	亲情	b79-m6-chengyu	zh+en
band8	L8-3316	亲热	b79-m6-chengyu	zh+en
band8	L8-3320	亲友	b79-m6-chengyu	zh+en
band8	L8-3322	勤快	b79-m6-chengyu	zh+en
band8	L8-3324	寝室	b79-m6-chengyu	zh+en
band8	L8-3325	青春期	b79-m6-chengyu	zh+en
band8	L8-3328	轻蔑	b79-m6-chengyu	zh+en
band8	L8-3330	轻型	b79-m6-chengyu	zh+en
band8	L8-3331	倾家荡产	b79-m6-chengyu	zh+en
band8	L8-3332	倾诉	b79-m6-chengyu	zh+en
band8	L8-3334	倾销	b79-m6-chengyu	zh+en
band8	L8-3337	清脆	b79-m6-chengyu	zh+en
band8	L8-3340	清静	b79-m6-chengyu	zh+en
band8	L8-3341	清凉	b79-m6-chengyu	zh+en
band8	L8-3342	清明	b79-m6-chengyu	zh+en
band8	L8-3344	清新	b79-m6-chengyu	zh+en
band8	L8-3350	情怀	b79-m6-chengyu	zh+en
band8	L8-3356	请柬	b79-m6-chengyu	zh+en
band8	L8-3359	庆贺	b79-m6-chengyu	zh+en
band8	L8-3364	求救	b79-m6-chengyu	zh+en
band8	L8-3366	求医	b79-m6-chengyu	zh+en
band8	L8-3367	求证	b79-m6-chengyu	zh+en
band8	L8-3369	曲线	b79-m6-chengyu	zh+en
band8	L8-3370	曲折	b79-m6-chengyu	zh+en
band8	L8-3377	取缔	b79-m6-chengyu	zh+en
band8	L8-3379	取经	b79-m6-chengyu	zh+en
band8	L8-3387	去向	b79-m6-chengyu	zh+en
band8	L8-3391	权衡	b79-m6-chengyu	zh+en
band8	L8-3393	权益	b79-m6-chengyu	zh+en
band8	L8-3394	全长	b79-m6-chengyu	zh+en
band8	L8-3395	全程	b79-m6-chengyu	zh+en
band8	L8-3396	全方位	b79-m6-chengyu	zh+en
band8	L8-3397	全局	b79-m6-chengyu	zh+en
band8	L8-3400	全文	b79-m6-chengyu	zh+en
band8	L8-3405	劝说	b79-m6-chengyu	zh+en
band8	L8-3407	缺口	b79-m6-chengyu	zh+en
band8	L8-3413	确诊	b79-m6-chengyu	zh+en
band8	L8-3414	燃放	b79-m6-chengyu	zh+en
band8	L8-3415	燃气	b79-m6-chengyu	zh+en
band8	L8-3427	热气球	b79-m6-chengyu	zh+en
band8	L8-3430	人次	b79-m6-chengyu	zh+en
band8	L8-3434	人均	b79-m6-chengyu	zh+en
band8	L8-3443	人文	b79-m6-chengyu	zh+en
band8	L8-3447	人缘儿	b79-m6-chengyu	zh+en
band8	L8-3451	忍饥挨饿	b79-m6-chengyu	zh+en
band8	L8-3453	忍心	b79-m6-chengyu	zh+en
band8	L8-3461	任职	b79-m6-chengyu	zh+en
band8	L8-3467	日趋	b79-m6-chengyu	zh+en
band8	L8-3470	荣获	b79-m6-chengyu	zh+en
band8	L8-3474	容量	b79-m6-literary-connectors	zh+en
band8	L8-3478	容颜	b79-m6-literary-connectors	zh+en
band8	L8-3479	溶解	b79-m6-literary-connectors	zh+en
band8	L8-3484	柔和	b79-m6-literary-connectors	zh+en
band8	L8-3488	如实	b79-m6-literary-connectors	zh+en
band8	L8-3492	儒家	b79-m6-literary-connectors	zh+en
band8	L8-3493	儒学	b79-m6-literary-connectors	zh+en
band8	L8-3498	入手	b79-m6-literary-connectors	zh+en
band8	L8-3499	入选	b79-m6-literary-connectors	zh+en
band8	L8-3501	软实力	b79-m6-literary-connectors	zh+en
band8	L8-3504	若干	b79-m6-literary-connectors	zh+en
band8	L8-3509	赛车	b79-m6-literary-connectors	zh+en
band8	L8-3513	三维	b79-m6-literary-connectors	zh+en
band8	L8-3514	散布	b79-m6-literary-connectors	zh+en
band8	L8-3519	骚乱	b79-m6-literary-connectors	zh+en
band8	L8-3521	扫除	b79-m6-literary-connectors	zh+en
band8	L8-3523	扫墓	b79-m6-literary-connectors	zh+en
band8	L8-3524	扫兴	b79-m6-literary-connectors	zh+en
band8	L8-3526	僧人	b79-m6-literary-connectors	zh+en
band8	L8-3529	沙龙	b79-m6-literary-connectors	zh+en
band8	L8-3536	筛	b79-m6-literary-connectors	zh+en
band8	L8-3537	筛选	b79-m6-literary-connectors	zh+en
band8	L8-3539	山川	b79-m6-literary-connectors	zh+en
band8	L8-3542	山岭	b79-m6-literary-connectors	zh+en
band8	L8-3543	山路	b79-m6-literary-connectors	zh+en
band8	L8-3552	擅自	b79-m6-literary-connectors	zh+en
band8	L8-3555	伤残	b79-m6-literary-connectors	zh+en
band8	L8-3560	商贩	b79-m6-literary-connectors	zh+en
band8	L8-3561	商贾	b79-m6-literary-connectors	zh+en
band8	L8-3566	上岗	b79-m6-literary-connectors	zh+en
band8	L8-3569	上流	b79-m6-literary-connectors	zh+en
band8	L8-3570	上期	b79-m6-literary-connectors	zh+en
band8	L8-3572	上述	b79-m6-literary-connectors	zh+en
band8	L8-3575	上调	b79-m6-literary-connectors	zh+en
band8	L8-3577	上限	b79-m6-literary-connectors	zh+en
band8	L8-3578	上旬	b79-m6-literary-connectors	zh+en
band8	L8-3584	捎	b79-m6-literary-connectors	zh+en
band8	L8-3589	稍稍	b79-m6-literary-connectors	zh+en
band8	L8-3590	少不了	b79-m6-literary-connectors	zh+en
band8	L8-3594	少林寺	b79-m6-literary-connectors	zh+en
band8	L8-3603	社论	b79-m6-literary-connectors	zh+en
band8	L8-3605	涉嫌	b79-m6-literary-connectors	zh+en
band8	L8-3606	摄氏度	b79-m6-literary-connectors	zh+en
band8	L8-3608	申办	b79-m6-literary-connectors	zh+en
band8	L8-3610	申领	b79-m6-literary-connectors	zh+en
band8	L8-3613	伸张	b79-m6-literary-connectors	zh+en
band8	L8-3616	身躯	b79-m6-literary-connectors	zh+en
band8	L8-3623	深情	b79-m6-literary-connectors	zh+en
band8	L8-3635	审定	b79-m6-literary-connectors	zh+en
band8	L8-3636	审核	b79-m6-literary-connectors	zh+en
band8	L8-3639	审批	b79-m6-literary-connectors	zh+en
band8	L8-3641	肾	b79-m6-literary-connectors	zh+en
band8	L8-3648	生理	b79-m6-literary-connectors	zh+en
band8	L8-3649	生命线	b79-m6-literary-connectors	zh+en
band8	L8-3653	生死	b79-m6-literary-connectors	zh+en
band8	L8-3656	生效	b79-m6-literary-connectors	zh+en
band8	L8-3661	声望	b79-m6-literary-connectors	zh+en
band8	L8-3666	省事	b79-m6-literary-connectors	zh+en
band8	L8-3671	盛会	b79-m6-literary-connectors	zh+en
band8	L8-3678	失利	b79-m6-literary-connectors	zh+en
band8	L8-3684	失效	b79-m6-literary-connectors	zh+en
band8	L8-3688	师长	b79-m6-literary-connectors	zh+en
band8	L8-3689	师资	b79-m6-literary-connectors	zh+en
band8	L8-3692	施加	b79-m6-cultural-references	zh+en
band8	L8-3693	施行	b79-m6-cultural-references	zh+en
band8	L8-3695	湿度	b79-m6-cultural-references	zh+en
band8	L8-3700	时隔	b79-m6-cultural-references	zh+en
band8	L8-3703	时空	b79-m6-cultural-references	zh+en
band8	L8-3707	识别	b79-m6-cultural-references	zh+en
band8	L8-3722	士气	b79-m6-cultural-references	zh+en
band8	L8-3725	世代	b79-m6-cultural-references	zh+en
band8	L8-3726	世故	b79-m6-cultural-references	zh+en
band8	L8-3741	试行	b79-m6-cultural-references	zh+en
band8	L8-3753	适量	b79-m6-cultural-references	zh+en
band8	L8-3759	收复	b79-m6-cultural-references	zh+en
band8	L8-3762	收留	b79-m6-cultural-references	zh+en
band8	L8-3763	收买	b79-m6-cultural-references	zh+en
band8	L8-3782	首创	b79-m6-cultural-references	zh+en
band8	L8-3784	首批	b79-m6-cultural-references	zh+en
band8	L8-3790	受害人	b79-m6-cultural-references	zh+en
band8	L8-3791	受贿	b79-m6-cultural-references	zh+en
band8	L8-3794	受理	b79-m6-cultural-references	zh+en
band8	L8-3817	输送	b79-m6-cultural-references	zh+en
band8	L8-3819	输液	b79-m6-cultural-references	zh+en
band8	L8-3823	曙光	b79-m6-cultural-references	zh+en
band8	L8-3836	衰减	b79-m6-cultural-references	zh+en
band8	L8-3847	双边	b79-m6-cultural-references	zh+en
band8	L8-3848	双重	b79-m6-cultural-references	zh+en
band8	L8-3856	水壶	b79-m6-cultural-references	zh+en
band8	L8-3857	水货	b79-m6-cultural-references	zh+en
band8	L8-3859	水利	b79-m6-cultural-references	zh+en
band8	L8-3860	水灵灵	b79-m6-cultural-references	zh+en
band8	L8-3872	睡袋	b79-m6-cultural-references	zh+en
band8	L8-3874	顺差	b79-m6-cultural-references	zh+en
band8	L8-3876	顺从	b79-m6-cultural-references	zh+en
band8	L8-3886	说白了	b79-m6-cultural-references	zh+en
band8	L8-3887	说不上	b79-m6-cultural-references	zh+en
band8	L8-3905	私家车	b79-m6-cultural-references	zh+en
band8	L8-3928	松绑	b79-m7-nominalization	zh+en
band8	L8-3930	耸立	b79-m7-nominalization	zh+en
band8	L8-3931	送别	b79-m7-nominalization	zh+en
band8	L8-3933	搜集	b79-m7-nominalization	zh+en
band8	L8-3934	搜救	b79-m7-nominalization	zh+en
band8	L8-3959	随大溜	b79-m7-nominalization	zh+en
band8	L8-3990	泰斗	b79-m7-nominalization	zh+en
band8	L8-4014	探亲	b79-m7-nominalization	zh+en
band8	L8-4050	剔除	b79-m7-nominalization	zh+en
band8	L8-4052	提拔	b79-m7-nominalization	zh+en
band8	L8-4087	填补	b79-m7-nominalization	zh+en
band8	L8-4088	填充	b79-m7-nominalization	zh+en
band8	L8-4095	调侃	b79-m7-nominalization	zh+en
band8	L8-4096	调控	b79-m7-nominalization	zh+en
band8	L8-4097	调料	b79-m7-nominalization	zh+en
band8	L8-4101	跳槽	b79-m7-nominalization	zh+en
band8	L8-4117	通车	b79-m7-nominalization	zh+en
band8	L8-4139	统筹	b79-m7-passive-causative	zh+en
band8	L8-4157	投奔	b79-m7-passive-causative	zh+en
band8	L8-4170	突发	b79-m7-passive-causative	zh+en
band8	L8-4189	推辞	b79-m7-passive-causative	zh+en
band8	L8-4277	旺盛	b79-m7-passive-causative	zh+en
band8	L8-4302	纬度	b79-m7-passive-causative	zh+en
band8	L8-4355	无比	b79-m7-discourse-chaining	zh+en
band8	L8-4512	相伴	b79-m7-discourse-chaining	zh+en
band9	L9-2783	脉络	b79-m5-idiomatic-social	zh+en
band9	L9-2832	门当户对	b79-m5-register-shift	zh+en
band9	L9-2925	默默无闻	b79-m5-register-shift	zh+en
band9	L9-2941	目中无人	b79-m5-register-shift	zh+en
band9	L9-2972	难以想象	b79-m5-register-shift	zh+en
band9	L9-2979	闹着玩儿	b79-m5-register-shift	zh+en
band9	L9-3035	女婿	b79-m5-register-shift	zh+en
band9	L9-3086	鹏程万里	b79-m5-emotional-subtlety	zh+en
band9	L9-3109	片子	b79-m5-emotional-subtlety	zh+en
band9	L9-3155	萍水相逢	b79-m5-emotional-subtlety	zh+en
band9	L9-3170	扑面而来	b79-m5-emotional-subtlety	zh+en
band9	L9-3185	齐心协力	b79-m5-emotional-subtlety	zh+en
band9	L9-3200	岂有此理	b79-m5-emotional-subtlety	zh+en
band9	L9-3235	恰如其分	b79-m5-emotional-subtlety	zh+en
band9	L9-3240	千钧一发	b79-m5-emotional-subtlety	zh+en
band9	L9-3258	前所未有	b79-m6-chengyu	zh+en
band9	L9-3264	前仰后合	b79-m6-chengyu	zh+en
band9	L9-3272	潜移默化	b79-m6-chengyu	zh+en
band9	L9-3313	亲朋好友	b79-m6-chengyu	zh+en
band9	L9-3321	勤工俭学	b79-m6-chengyu	zh+en
band9	L9-3408	缺失	b79-m6-chengyu	zh+en
band9	L9-3459	任人宰割	b79-m6-chengyu	zh+en
band9	L9-3468	日新月异	b79-m6-chengyu	zh+en
band9	L9-3473	容光焕发	b79-m6-literary-connectors	zh+en
band9	L9-3491	如醉如痴	b79-m6-literary-connectors	zh+en
band9	L9-3525	嫂子	b79-m6-literary-connectors	zh+en
band9	L9-3597	奢望	b79-m6-literary-connectors	zh+en
band9	L9-3612	伸缩	b79-m6-literary-connectors	zh+en
band9	L9-3614	身不由己	b79-m6-literary-connectors	zh+en
band9	L9-3615	身价	b79-m6-literary-connectors	zh+en
band9	L9-3618	身影	b79-m6-literary-connectors	zh+en
band9	L9-3622	深切	b79-m6-literary-connectors	zh+en
band9	L9-3624	深入人心	b79-m6-literary-connectors	zh+en
band9	L9-3629	深远	b79-m6-literary-connectors	zh+en
band9	L9-3630	神气	b79-m6-literary-connectors	zh+en
band9	L9-3632	神态	b79-m6-literary-connectors	zh+en
band9	L9-3642	甚至于	b79-m6-literary-connectors	zh+en
band9	L9-3646	升温	b79-m6-literary-connectors	zh+en
band9	L9-3647	生机	b79-m6-literary-connectors	zh+en
band9	L9-3650	生怕	b79-m6-literary-connectors	zh+en
band9	L9-3658	生硬	b79-m6-literary-connectors	zh+en
band9	L9-3673	盛气凌人	b79-m6-literary-connectors	zh+en
band9	L9-3681	失落	b79-m6-literary-connectors	zh+en
band9	L9-3687	师范	b79-m6-literary-connectors	zh+en
band9	L9-3710	实话实说	b79-m6-cultural-references	zh+en
band9	L9-3711	实况	b79-m6-cultural-references	zh+en
band9	L9-3712	实事求是	b79-m6-cultural-references	zh+en
band9	L9-3714	实物	b79-m6-cultural-references	zh+en
band9	L9-3716	食宿	b79-m6-cultural-references	zh+en
band9	L9-3718	史无前例	b79-m6-cultural-references	zh+en
band9	L9-3719	使唤	b79-m6-cultural-references	zh+en
band9	L9-3721	使者	b79-m6-cultural-references	zh+en
band9	L9-3728	世袭	b79-m6-cultural-references	zh+en
band9	L9-3729	市场经济	b79-m6-cultural-references	zh+en
band9	L9-3731	势不可当	b79-m6-cultural-references	zh+en
band9	L9-3732	势头	b79-m6-cultural-references	zh+en
band9	L9-3733	事迹	b79-m6-cultural-references	zh+en
band9	L9-3734	事态	b79-m6-cultural-references	zh+en
band9	L9-3736	事务所	b79-m6-cultural-references	zh+en
band9	L9-3739	侍候	b79-m6-cultural-references	zh+en
band9	L9-3743	试用期	b79-m6-cultural-references	zh+en
band9	L9-3755	适宜	b79-m6-cultural-references	zh+en
band9	L9-3761	收敛	b79-m6-cultural-references	zh+en
band9	L9-3764	收视率	b79-m6-cultural-references	zh+en
band9	L9-3774	手术室	b79-m6-cultural-references	zh+en
band9	L9-3779	守候	b79-m6-cultural-references	zh+en
band9	L9-3781	守株待兔	b79-m6-cultural-references	zh+en
band9	L9-3786	首要	b79-m6-cultural-references	zh+en
band9	L9-3801	书橱	b79-m6-cultural-references	zh+en
band9	L9-3807	枢纽	b79-m6-cultural-references	zh+en
band9	L9-3811	舒畅	b79-m6-cultural-references	zh+en
band9	L9-3812	疏导	b79-m6-cultural-references	zh+en
band9	L9-3815	疏通	b79-m6-cultural-references	zh+en
band9	L9-3818	输血	b79-m6-cultural-references	zh+en
band9	L9-3827	树梢	b79-m6-cultural-references	zh+en
band9	L9-3831	数额	b79-m6-cultural-references	zh+en
band9	L9-3835	耍赖	b79-m6-cultural-references	zh+en
band9	L9-3837	衰竭	b79-m6-cultural-references	zh+en
band9	L9-3845	涮	b79-m6-cultural-references	zh+en
band9	L9-3850	双赢	b79-m6-cultural-references	zh+en
band9	L9-3858	水晶	b79-m6-cultural-references	zh+en
band9	L9-3864	水手	b79-m6-cultural-references	zh+en
band9	L9-3865	水温	b79-m6-cultural-references	zh+en
band9	L9-3867	水源	b79-m6-cultural-references	zh+en
band9	L9-3877	顺理成章	b79-m6-cultural-references	zh+en
band9	L9-3878	顺路	b79-m6-cultural-references	zh+en
band9	L9-3879	顺其自然	b79-m6-cultural-references	zh+en
band9	L9-3880	顺势	b79-m6-cultural-references	zh+en
band9	L9-3881	顺手	b79-m6-cultural-references	zh+en
band9	L9-3882	顺心	b79-m6-cultural-references	zh+en
band9	L9-3883	顺应	b79-m6-cultural-references	zh+en
band9	L9-3888	说到底	b79-m6-cultural-references	zh+en
band9	L9-3890	说干就干	b79-m6-cultural-references	zh+en
band9	L9-3892	说老实话	b79-m6-cultural-references	zh+en
band9	L9-3895	说闲话	b79-m6-cultural-references	zh+en
band9	L9-3897	硕果	b79-m6-cultural-references	zh+en
band9	L9-3899	司空见惯	b79-m6-cultural-references	zh+en
band9	L9-3900	司令	b79-m6-cultural-references	zh+en
band9	L9-3904	私房钱	b79-m6-cultural-references	zh+en
band9	L9-3907	私事	b79-m7-nominalization	zh+en
band9	L9-3909	私营	b79-m7-nominalization	zh+en
band9	L9-3910	私有	b79-m7-nominalization	zh+en
band9	L9-3912	思路	b79-m7-nominalization	zh+en
band9	L9-3914	思前想后	b79-m7-nominalization	zh+en
band9	L9-3918	死心塌地	b79-m7-nominalization	zh+en
band9	L9-3921	四面八方	b79-m7-nominalization	zh+en
band9	L9-3924	似是而非	b79-m7-nominalization	zh+en
band9	L9-3925	伺机	b79-m7-nominalization	zh+en
band9	L9-3926	饲料	b79-m7-nominalization	zh+en
band9	L9-3927	饲养	b79-m7-nominalization	zh+en
band9	L9-3929	松弛	b79-m7-nominalization	zh+en
band9	L9-3937	苏醒	b79-m7-nominalization	zh+en
band9	L9-3943	诉苦	b79-m7-nominalization	zh+en
band9	L9-3944	诉说	b79-m7-nominalization	zh+en
band9	L9-3945	诉讼	b79-m7-nominalization	zh+en
band9	L9-3947	素不相识	b79-m7-nominalization	zh+en
band9	L9-3948	素材	b79-m7-nominalization	zh+en
band9	L9-3951	素养	b79-m7-nominalization	zh+en
band9	L9-3952	塑造	b79-m7-nominalization	zh+en
band9	L9-3955	算盘	b79-m7-nominalization	zh+en
band9	L9-3956	算账	b79-m7-nominalization	zh+en
band9	L9-3958	随处可见	b79-m7-nominalization	zh+en
band9	L9-3963	随时随地	b79-m7-nominalization	zh+en
band9	L9-3965	遂心	b79-m7-nominalization	zh+en
band9	L9-3969	损人利己	b79-m7-nominalization	zh+en
band9	L9-3972	缩水	b79-m7-nominalization	zh+en
band9	L9-3973	缩影	b79-m7-nominalization	zh+en
band9	L9-3974	所属	b79-m7-nominalization	zh+en
band9	L9-3977	索赔	b79-m7-nominalization	zh+en
band9	L9-3978	索取	b79-m7-nominalization	zh+en
band9	L9-3979	索性	b79-m7-nominalization	zh+en
band9	L9-3980	锁定	b79-m7-nominalization	zh+en
band9	L9-3983	踏上	b79-m7-nominalization	zh+en
band9	L9-3993	贪玩儿	b79-m7-nominalization	zh+en
band9	L9-3994	贪污	b79-m7-nominalization	zh+en
band9	L9-4003	弹性	b79-m7-nominalization	zh+en
band9	L9-4008	坦然	b79-m7-nominalization	zh+en
band9	L9-4015	探求	b79-m7-nominalization	zh+en
band9	L9-4019	汤圆	b79-m7-nominalization	zh+en
band9	L9-4023	倘若	b79-m7-nominalization	zh+en
band9	L9-4024	淌	b79-m7-nominalization	zh+en
band9	L9-4027	滔滔不绝	b79-m7-nominalization	zh+en
band9	L9-4030	逃亡	b79-m7-nominalization	zh+en
band9	L9-4032	陶冶	b79-m7-nominalization	zh+en
band9	L9-4039	讨价还价	b79-m7-nominalization	zh+en
band9	L9-4043	特例	b79-m7-nominalization	zh+en
band9	L9-4045	特邀	b79-m7-nominalization	zh+en
band9	L9-4049	藤椅	b79-m7-nominalization	zh+en
band9	L9-4056	提心吊胆	b79-m7-nominalization	zh+en
band9	L9-4060	体面	b79-m7-nominalization	zh+en
band9	L9-4065	体制	b79-m7-nominalization	zh+en
band9	L9-4069	替身	b79-m7-nominalization	zh+en
band9	L9-4075	天经地义	b79-m7-nominalization	zh+en
band9	L9-4077	天桥	b79-m7-nominalization	zh+en
band9	L9-4086	甜头	b79-m7-nominalization	zh+en
band9	L9-4092	条款	b79-m7-nominalization	zh+en
band9	L9-4093	条例	b79-m7-nominalization	zh+en
band9	L9-4103	跳伞	b79-m7-nominalization	zh+en
band9	L9-4110	停泊	b79-m7-nominalization	zh+en
band9	L9-4111	停车位	b79-m7-nominalization	zh+en
band9	L9-4115	停业	b79-m7-nominalization	zh+en
band9	L9-4116	通畅	b79-m7-nominalization	zh+en
band9	L9-4119	通告	b79-m7-nominalization	zh+en
band9	L9-4122	通俗	b79-m7-nominalization	zh+en
band9	L9-4130	同感	b79-m7-passive-causative	zh+en
band9	L9-4131	同伙	b79-m7-passive-causative	zh+en
band9	L9-4135	同人	b79-m7-passive-causative	zh+en
band9	L9-4137	同舟共济	b79-m7-passive-causative	zh+en
band9	L9-4146	痛心	b79-m7-passive-causative	zh+en
band9	L9-4147	偷看	b79-m7-passive-causative	zh+en
band9	L9-4152	头号	b79-m7-passive-causative	zh+en
band9	L9-4153	头条	b79-m7-passive-causative	zh+en
band9	L9-4154	头头是道	b79-m7-passive-causative	zh+en
band9	L9-4155	头衔	b79-m7-passive-causative	zh+en
band9	L9-4158	投稿	b79-m7-passive-causative	zh+en
band9	L9-4159	投机	b79-m7-passive-causative	zh+en
band9	L9-4160	投射	b79-m7-passive-causative	zh+en
band9	L9-4163	透彻	b79-m7-passive-causative	zh+en
