band	id	simp	unit	missing
band7	L7-0763	当之无愧	b79-m2-agreement-concession	zh+en
band7	L7-0764	当众	b79-m2-agreement-concession	zh+en
band7	L7-0767	荡漾	b79-m2-agreement-concession	zh+en
band7	L7-0769	导弹	b79-m2-agreement-concession	zh+en
band7	L7-0770	导航	b79-m2-agreement-concession	zh+en
band7	L7-0771	导火索	b79-m2-agreement-concession	zh+en
band7	L7-0775	捣乱	b79-m2-agreement-concession	zh+en
band7	L7-0776	倒卖	b79-m2-agreement-concession	zh+en
band7	L7-0782	倒计时	b79-m2-agreement-concession	zh+en
band7	L7-0786	悼念	b79-m2-agreement-concession	zh+en
band7	L7-0787	道具	b79-m2-agreement-concession	zh+en
band7	L7-0789	得不偿失	b79-m2-agreement-concession	zh+en
band7	L7-0792	得失	b79-m2-agreement-concession	zh+en
band7	L7-0793	得手	b79-m2-agreement-concession	zh+en
band7	L7-0795	得天独厚	b79-m2-agreement-concession	zh+en
band7	L7-0796	得益于	b79-m2-agreement-concession	zh+en
band7	L7-0797	得意扬扬	b79-m2-agreement-concession	zh+en
band7	L7-0805	蹬	b79-m2-agreement-concession	zh+en
band7	L7-0808	低调	b79-m2-agreement-concession	zh+en
band7	L7-0810	低谷	b79-m2-agreement-concession	zh+en
band7	L7-0812	低迷	b79-m2-agreement-concession	zh+en
band7	L7-0813	低碳	b79-m2-agreement-concession	zh+en
band7	L7-0814	低下	b79-m2-agreement-concession	zh+en
band7	L7-0817	提防	b79-m2-agreement-concession	zh+en
band7	L7-0818	笛子	b79-m2-agreement-concession	zh+en
band7	L7-0819	抵触	b79-m2-agreement-concession	zh+en
band7	L7-0821	抵消	b79-m2-agreement-concession	zh+en
band7	L7-0822	抵押	b79-m2-agreement-concession	zh+en
band7	L7-0825	底层	b79-m2-agreement-concession	zh+en
band7	L7-0826	底线	b79-m2-agreement-concession	zh+en
band7	L7-0827	底蕴	b79-m2-agreement-concession	zh+en
band7	L7-0828	底子	b79-m2-agreement-concession	zh+en
band7	L7-0835	地下水	b79-m2-agreement-concession	zh+en
band7	L7-0837	地域	b79-m2-agreement-concession	zh+en
band7	L7-0838	地质	b79-m2-agreement-concession	zh+en
band7	L7-0839	弟子	b79-m2-agreement-concession	zh+en
band7	L7-0841	帝国主义	b79-m2-agreement-concession	zh+en
band7	L7-0842	递交	b79-m2-agreement-concession	zh+en
band7	L7-0843	第一手	b79-m2-agreement-concession	zh+en
band7	L7-0844	第一线	b79-m2-agreement-concession	zh+en
band7	L7-0847	巅峰	b79-m2-agreement-concession	zh+en
band7	L7-0850	点击率	b79-m2-agreement-concession	zh+en
band7	L7-0851	点评	b79-m2-agreement-concession	zh+en
band7	L7-0853	点缀	b79-m2-agreement-concession	zh+en
band7	L7-0856	电铃	b79-m2-agreement-concession	zh+en
band7	L7-0857	电网	b79-m2-agreement-concession	zh+en
band7	L7-0859	电信	b79-m2-agreement-concession	zh+en
band7	L7-0860	电讯	b79-m2-agreement-concession	zh+en
band7	L7-0864	淀粉	b79-m2-agreement-concession	zh+en
band7	L7-0865	惦记	b79-m2-agreement-concession	zh+en
band7	L7-0866	奠定	b79-m2-agreement-concession	zh+en
band7	L7-0867	殿堂	b79-m2-agreement-concession	zh+en
band7	L7-0872	雕塑	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0873	吊销	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0875	调度	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0876	掉队	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0885	顶多	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0891	订立	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0895	定论	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0897	定向	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0898	定心丸	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0907	东道主	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0908	东张西望	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0911	董事长	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0914	动荡	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0916	动工	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0918	动脉	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0923	动用	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0926	栋梁	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0928	兜儿	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0929	兜售	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0934	豆浆	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0938	督促	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0940	独唱	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0941	独家	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0946	杜绝	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0957	断裂	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0958	堆砌	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0959	队形	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0960	对白	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0961	对策	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0962	对称	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0964	对联	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0965	对弈	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0968	对准	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0970	兑现	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0971	敦促	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0972	敦厚	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0975	多边	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0978	多劳多得	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0980	多心	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0982	多元	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0983	哆嗦	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0984	夺冠	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0985	夺魁	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0988	舵手	b79-m2-emphasis-reinforcement	zh+en
band7	L7-0990	讹诈	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1002	恩赐	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1003	恩惠	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1004	恩情	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1005	恩怨	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1016	发电机	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1018	发愤图强	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1023	发愣	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1025	发起人	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1029	发扬	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1030	发扬光大	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1031	发育	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1032	发源地	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1034	阀门	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1039	翻来覆去	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1042	烦闷	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1048	繁重	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1050	反差	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1052	反倒	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1059	反弹	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1060	反省	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1062	犯愁	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1067	方方面面	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1070	防盗	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1071	防盗门	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1072	防护	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1074	防卫	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1075	防汛	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1076	防疫	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1079	妨害	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1080	房地产	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1083	访谈	b79-m2-emphasis-reinforcement	zh+en
band7	L7-1086	放水	b79-m2-counterargument	zh+en
band7	L7-1091	飞速	b79-m2-counterargument	zh+en
band7	L7-1094	飞跃	b79-m2-counterargument	zh+en
band7	L7-1099	绯闻	b79-m2-counterargument	zh+en
band7	L7-1100	肥料	b79-m2-counterargument	zh+en
band7	L7-1104	诽谤	b79-m2-counterargument	zh+en
band7	L7-1108	废品	b79-m2-counterargument	zh+en
band7	L7-1119	分红	b79-m2-counterargument	zh+en
band7	L7-1120	分化	b79-m2-counterargument	zh+en
band7	L7-1121	分泌	b79-m2-counterargument	zh+en
band7	L7-1124	分赃	b79-m2-counterargument	zh+en
band7	L7-1128	氛围	b79-m2-counterargument	zh+en
band7	L7-1131	焚烧	b79-m2-counterargument	zh+en
band7	L7-1135	分量	b79-m2-counterargument	zh+en
band7	L7-1137	份额	b79-m2-counterargument	zh+en
band7	L7-1138	奋力	b79-m2-counterargument	zh+en
band7	L7-1139	奋勇	b79-m2-counterargument	zh+en
band7	L7-1141	粪便	b79-m2-counterargument	zh+en
band7	L7-1143	丰厚	b79-m2-counterargument	zh+en
band7	L7-1144	丰满	b79-m2-counterargument	zh+en
band7	L7-1146	丰硕	b79-m2-counterargument	zh+en
band7	L7-1147	风波	b79-m2-counterargument	zh+en
band7	L7-1148	风采	b79-m2-counterargument	zh+en
band7	L7-1153	风浪	b79-m2-counterargument	zh+en
band7	L7-1155	风流	b79-m2-counterargument	zh+en
band7	L7-1156	风貌	b79-m2-counterargument	zh+en
band7	L7-1157	风气	b79-m2-counterargument	zh+en
band7	L7-1158	风情	b79-m2-counterargument	zh+en
band7	L7-1160	风沙	b79-m2-counterargument	zh+en
band7	L7-1161	风尚	b79-m2-counterargument	zh+en
band7	L7-1162	风水	b79-m2-counterargument	zh+en
band7	L7-1167	封顶	b79-m2-counterargument	zh+en
band7	L7-1176	缝合	b79-m2-counterargument	zh+en
band7	L7-1181	孵化	b79-m2-counterargument	zh+en
band7	L7-1183	扶持	b79-m2-counterargument	zh+en
band7	L7-1187	俘获	b79-m2-counterargument	zh+en
band7	L7-1188	俘虏	b79-m2-counterargument	zh+en
band7	L7-1189	浮力	b79-m2-counterargument	zh+en
band7	L7-1191	浮躁	b79-m2-counterargument	zh+en
band7	L7-1192	辐射	b79-m2-counterargument	zh+en
band7	L7-1193	福气	b79-m2-counterargument	zh+en
band7	L7-1195	抚恤	b79-m2-counterargument	zh+en
band7	L7-1197	抚养费	b79-m2-counterargument	zh+en
band7	L7-1199	俯首	b79-m2-counterargument	zh+en
band7	L7-1202	腐化	b79-m2-counterargument	zh+en
band7	L7-1211	附带	b79-m2-counterargument	zh+en
band7	L7-1214	附属	b79-m2-counterargument	zh+en
band7	L7-1216	复查	b79-m2-counterargument	zh+en
band7	L7-1217	复发	b79-m2-counterargument	zh+en
band7	L7-1225	富豪	b79-m2-counterargument	zh+en
band7	L7-1231	腹泻	b79-m2-counterargument	zh+en
band7	L7-1234	改版	b79-m2-counterargument	zh+en
band7	L7-1235	改编	b79-m2-counterargument	zh+en
band7	L7-1239	改名	b79-m2-counterargument	zh+en
band7	L7-1240	改日	b79-m2-counterargument	zh+en
band7	L7-1243	钙	b79-m2-counterargument	zh+en
band7	L7-1245	概况	b79-m2-counterargument	zh+en
band7	L7-1248	干戈	b79-m2-counterargument	zh+en
band7	L7-1252	肝脏	b79-m2-counterargument	zh+en
band7	L7-1254	赶赴	b79-m2-counterargument	zh+en
band7	L7-1256	敢情	b79-m2-counterargument	zh+en
band7	L7-1258	感触	b79-m2-counterargument	zh+en
band7	L7-1259	感恩	b79-m2-counterargument	zh+en
band7	L7-1261	感慨	b79-m2-counterargument	zh+en
band7	L7-1267	干事	b79-m2-counterargument	zh+en
band7	L7-1268	刚毅	b79-m2-counterargument	zh+en
band7	L7-1274	杠铃	b79-m2-counterargument	zh+en
band7	L7-1275	高昂	b79-m2-counterargument	zh+en
band7	L7-1279	高调	b79-m2-counterargument	zh+en
band7	L7-1280	高额	b79-m2-counterargument	zh+en
band7	L7-1285	高龄	b79-m2-counterargument	zh+en
band7	L7-1286	高明	b79-m2-counterargument	zh+en
band7	L7-1292	高雅	b79-m2-counterargument	zh+en
band7	L7-1293	高涨	b79-m2-counterargument	zh+en
band7	L7-1294	搞鬼	b79-m2-counterargument	zh+en
band7	L7-1297	告辞	b79-m2-counterargument	zh+en
band7	L7-1302	戈壁	b79-m2-counterargument	zh+en
band7	L7-1307	搁置	b79-m3-politics-policy	zh+en
band7	L7-1310	歌颂	b79-m3-politics-policy	zh+en
band7	L7-1312	歌咏	b79-m3-politics-policy	zh+en
band7	L7-1316	格局	b79-m3-politics-policy	zh+en
band7	L7-1318	隔阂	b79-m3-politics-policy	zh+en
band7	L7-1321	个头儿	b79-m3-politics-policy	zh+en
band7	L7-1322	各奔前程	b79-m3-politics-policy	zh+en
band7	L7-1324	根基	b79-m3-politics-policy	zh+en
band7	L7-1327	根治	b79-m3-politics-policy	zh+en
band7	L7-1337	工科	b79-m3-politics-policy	zh+en
band7	L7-1343	公安局	b79-m3-politics-policy	zh+en
band7	L7-1346	公费	b79-m3-politics-policy	zh+en
band7	L7-1349	公函	b79-m3-politics-policy	zh+en
band7	L7-1350	公积金	b79-m3-politics-policy	zh+en
band7	L7-1351	公开信	b79-m3-politics-policy	zh+en
band7	L7-1352	公款	b79-m3-politics-policy	zh+en
band7	L7-1355	公仆	b79-m3-politics-policy	zh+en
band7	L7-1356	公顷	b79-m3-politics-policy	zh+en
band7	L7-1357	公然	b79-m3-politics-policy	zh+en
band7	L7-1358	公示	b79-m3-politics-policy	zh+en
band7	L7-1360	公务	b79-m3-politics-policy	zh+en
band7	L7-1361	公益	b79-m3-politics-policy	zh+en
band7	L7-1365	公约	b79-m3-politics-policy	zh+en
band7	L7-1366	公证	b79-m3-politics-policy	zh+en
band7	L7-1369	功臣	b79-m3-politics-policy	zh+en
band7	L7-1370	功底	b79-m3-politics-policy	zh+en
band7	L7-1371	功劳	b79-m3-politics-policy	zh+en
band7	L7-1372	功力	b79-m3-politics-policy	zh+en
band7	L7-1373	功率	b79-m3-politics-policy	zh+en
band7	L7-1376	攻读	b79-m3-politics-policy	zh+en
band7	L7-1377	攻关	b79-m3-politics-policy	zh+en
band7	L7-1380	供暖	b79-m3-politics-policy	zh+en
band7	L7-1381	供求	b79-m3-politics-policy	zh+en
band7	L7-1383	宫廷	b79-m3-politics-policy	zh+en
band7	L7-1386	拱	b79-m3-politics-policy	zh+en
band7	L7-1387	共鸣	b79-m3-politics-policy	zh+en
band7	L7-1388	共识	b79-m3-politics-policy	zh+en
band7	L7-1389	共同体	b79-m3-politics-policy	zh+en
band7	L7-1390	共性	b79-m3-politics-policy	zh+en
band7	L7-1393	勾画	b79-m3-politics-policy	zh+en
band7	L7-1400	够呛	b79-m3-politics-policy	zh+en
band7	L7-1401	估算	b79-m3-politics-policy	zh+en
band7	L7-1410	古迹	b79-m3-politics-policy	zh+en
band7	L7-1412	古朴	b79-m3-politics-policy	zh+en
band7	L7-1414	股份	b79-m3-politics-policy	zh+en
band7	L7-1415	股民	b79-m3-politics-policy	zh+en
band7	L7-1417	骨干	b79-m3-politics-policy	zh+en
band7	L7-1420	鼓动	b79-m3-politics-policy	zh+en
band7	L7-1425	顾不得	b79-m3-politics-policy	zh+en
band7	L7-1426	顾不上	b79-m3-politics-policy	zh+en
band7	L7-1434	瓜分	b79-m3-politics-policy	zh+en
band7	L7-1441	挂失	b79-m3-politics-policy	zh+en
band7	L7-1443	乖巧	b79-m3-politics-policy	zh+en
band7	L7-1451	关税	b79-m3-politics-policy	zh+en
band7	L7-1455	观感	b79-m3-politics-policy	zh+en
band7	L7-1459	官兵	b79-m3-politics-policy	zh+en
band7	L7-1460	官吏	b79-m3-politics-policy	zh+en
band7	L7-1466	管教	b79-m3-politics-policy	zh+en
band7	L7-1467	管理费	b79-m3-politics-policy	zh+en
band7	L7-1468	管辖	b79-m3-politics-policy	zh+en
band7	L7-1472	贯穿	b79-m3-politics-policy	zh+en
band7	L7-1475	惯例	b79-m3-politics-policy	zh+en
band7	L7-1478	灌溉	b79-m3-politics-policy	zh+en
band7	L7-1487	光缆	b79-m3-politics-policy	zh+en
band7	L7-1491	广义	b79-m3-politics-policy	zh+en
band7	L7-1496	归纳	b79-m3-politics-policy	zh+en
band7	L7-1497	归属	b79-m3-politics-policy	zh+en
band7	L7-1500	规格	b79-m3-politics-policy	zh+en
band7	L7-1503	瑰宝	b79-m3-politics-policy	zh+en
band7	L7-1506	贵宾	b79-m3-politics-policy	zh+en
band7	L7-1510	滚动	b79-m3-politics-policy	zh+en
band7	L7-1514	国防	b79-m3-politics-policy	zh+en
band7	L7-1516	国徽	b79-m3-politics-policy	zh+en
band7	L7-1517	国情	b79-m3-politics-policy	zh+en
band7	L7-1532	过境	b79-m3-economy-finance	zh+en
band7	L7-1542	过硬	b79-m3-economy-finance	zh+en
band7	L7-1548	海量	b79-m3-economy-finance	zh+en
band7	L7-1551	海内外	b79-m3-economy-finance	zh+en
band7	L7-1559	害虫	b79-m3-economy-finance	zh+en
band7	L7-1567	涵盖	b79-m3-economy-finance	zh+en
band7	L7-1574	焊	b79-m3-economy-finance	zh+en
band7	L7-1575	行家	b79-m3-economy-finance	zh+en
band7	L7-1576	行列	b79-m3-economy-finance	zh+en
band7	L7-1577	行情	b79-m3-economy-finance	zh+en
band7	L7-1591	好家伙	b79-m3-economy-finance	zh+en
band7	L7-1599	号称	b79-m3-economy-finance	zh+en
band7	L7-1611	合计	b79-m3-economy-finance	zh+en
band7	L7-1614	合资	b79-m3-economy-finance	zh+en
band7	L7-1616	何必	b79-m3-economy-finance	zh+en
band7	L7-1618	何苦	b79-m3-economy-finance	zh+en
band7	L7-1626	和尚	b79-m3-economy-finance	zh+en
band7	L7-1629	荷花	b79-m3-economy-finance	zh+en
band7	L7-1632	核对	b79-m3-economy-finance	zh+en
band7	L7-1634	核实	b79-m3-economy-finance	zh+en
band7	L7-1637	贺电	b79-m3-economy-finance	zh+en
band7	L7-1639	喝彩	b79-m3-economy-finance	zh+en
band7	L7-1644	黑马	b79-m3-economy-finance	zh+en
band7	L7-1649	恨不得	b79-m3-economy-finance	zh+en
band7	L7-1650	哼	b79-m3-economy-finance	zh+en
band7	L7-1662	红灯	b79-m3-economy-finance	zh+en
band7	L7-1663	红火	b79-m3-economy-finance	zh+en
band7	L7-1677	后代	b79-m3-economy-finance	zh+en
band7	L7-1689	厚道	b79-m3-economy-finance	zh+en
band7	L7-1690	厚度	b79-m3-economy-finance	zh+en
band7	L7-1706	互补	b79-m3-economy-finance	zh+en
band7	L7-1710	护理	b79-m3-economy-finance	zh+en
band7	L7-1713	花纹	b79-m3-economy-finance	zh+en
band7	L7-1719	哗变	b79-m3-economy-finance	zh+en
band7	L7-1725	化肥	b79-m3-economy-finance	zh+en
band7	L7-1727	化纤	b79-m3-economy-finance	zh+en
band7	L7-1731	划时代	b79-m3-economy-finance	zh+en
band7	L7-1732	画册	b79-m3-economy-finance	zh+en
band7	L7-1739	怀抱	b79-m3-tech-innovation	zh+en
band7	L7-1740	怀旧	b79-m3-tech-innovation	zh+en
band7	L7-1750	还款	b79-m3-tech-innovation	zh+en
band7	L7-1751	还原	b79-m3-tech-innovation	zh+en
band7	L7-1755	缓和	b79-m3-tech-innovation	zh+en
band7	L7-1761	换取	b79-m3-tech-innovation	zh+en
band7	L7-1763	换言之	b79-m3-tech-innovation	zh+en
band7	L7-1766	患病	b79-m3-tech-innovation	zh+en
band7	L7-1768	焕发	b79-m3-tech-innovation	zh+en
band7	L7-1771	荒凉	b79-m3-tech-innovation	zh+en
band7	L7-1773	慌乱	b79-m3-tech-innovation	zh+en
band7	L7-1785	晃荡	b79-m3-tech-innovation	zh+en
band7	L7-1792	回扣	b79-m3-tech-innovation	zh+en
band7	L7-1793	回馈	b79-m3-tech-innovation	zh+en
band7	L7-1794	回落	b79-m3-tech-innovation	zh+en
band7	L7-1796	回首	b79-m3-tech-innovation	zh+en
band7	L7-1797	回味	b79-m3-tech-innovation	zh+en
band7	L7-1799	回忆录	b79-m3-tech-innovation	zh+en
band7	L7-1800	悔恨	b79-m3-tech-innovation	zh+en
band7	L7-1803	汇合	b79-m3-tech-innovation	zh+en
band7	L7-1804	汇集	b79-m3-tech-innovation	zh+en
band7	L7-1805	汇聚	b79-m3-tech-innovation	zh+en
band7	L7-1808	会晤	b79-m3-tech-innovation	zh+en
band7	L7-1810	会诊	b79-m3-tech-innovation	zh+en
band7	L7-1822	豁出去	b79-m3-tech-innovation	zh+en
band7	L7-1824	活期	b79-m3-tech-innovation	zh+en
band7	L7-1826	火暴	b79-m3-tech-innovation	zh+en
band7	L7-1830	火炬	b79-m3-tech-innovation	zh+en
band7	L7-1834	火速	b79-m3-tech-innovation	zh+en
band7	L7-1837	伙食	b79-m3-tech-innovation	zh+en
band7	L7-1851	机舱	b79-m3-tech-innovation	zh+en
band7	L7-1858	积淀	b79-m3-tech-innovation	zh+en
band7	L7-1860	基本功	b79-m3-tech-innovation	zh+en
band7	L7-1861	基层	b79-m3-tech-innovation	zh+en
band7	L7-1866	激发	b79-m3-tech-innovation	zh+en
band7	L7-1868	激化	b79-m3-tech-innovation	zh+en
band7	L7-1874	及其	b79-m3-tech-innovation	zh+en
band7	L7-1880	极度	b79-m3-tech-innovation	zh+en
band7	L7-1887	即可	b79-m3-tech-innovation	zh+en
band7	L7-1893	急诊	b79-m3-tech-innovation	zh+en
band7	L7-1900	集资	b79-m3-tech-innovation	zh+en
band7	L7-1905	计策	b79-m3-tech-innovation	zh+en
band7	L7-1911	纪念碑	b79-m3-tech-innovation	zh+en
band7	L7-1917	忌讳	b79-m3-tech-innovation	zh+en
band7	L7-1918	忌口	b79-m3-tech-innovation	zh+en
band7	L7-1922	继而	b79-m3-tech-innovation	zh+en
band7	L7-1923	继父	b79-m3-tech-innovation	zh+en
band7	L7-1924	继母	b79-m3-tech-innovation	zh+en
band7	L7-1926	祭奠	b79-m3-tech-innovation	zh+en
band7	L7-1938	家教	b79-m3-tech-innovation	zh+en
band7	L7-1943	家政	b79-m3-tech-innovation	zh+en
band7	L7-1947	假冒	b79-m3-tech-innovation	zh+en
band7	L7-1951	价位	b79-m3-tech-innovation	zh+en
band7	L7-1959	嫁妆	b79-m4-meetings-discussion	zh+en
band7	L7-1960	尖端	b79-m4-meetings-discussion	zh+en
band7	L7-1971	肩负	b79-m4-meetings-discussion	zh+en
band7	L7-1983	兼顾	b79-m4-meetings-discussion	zh+en
band7	L7-1984	兼任	b79-m4-meetings-discussion	zh+en
band7	L7-1985	兼容	b79-m4-meetings-discussion	zh+en
band7	L7-1991	减免	b79-m4-meetings-discussion	zh+en
band7	L7-1997	简化	b79-m4-meetings-discussion	zh+en
band7	L7-2015	建交	b79-m4-meetings-discussion	zh+en
band7	L7-2023	鉴别	b79-m4-meetings-discussion	zh+en
band7	L7-2028	僵化	b79-m4-meetings-discussion	zh+en
band7	L7-2032	讲学	b79-m4-meetings-discussion	zh+en
band7	L7-2033	奖杯	b79-m4-meetings-discussion	zh+en
band7	L7-2034	奖牌	b79-m4-meetings-discussion	zh+en
band7	L7-2043	交界	b79-m4-meetings-discussion	zh+en
band7	L7-2044	交纳	b79-m4-meetings-discussion	zh+en
band7	L7-2048	交替	b79-m4-meetings-discussion	zh+en
band7	L7-2060	焦距	b79-m4-meetings-discussion	zh+en
band7	L7-2072	缴费	b79-m4-meetings-discussion	zh+en
band7	L7-2073	缴纳	b79-m4-meetings-discussion	zh+en
band7	L7-2074	叫板	b79-m4-meetings-discussion	zh+en
band7	L7-2075	叫好	b79-m4-meetings-discussion	zh+en
band7	L7-2078	较量	b79-m4-meetings-discussion	zh+en
band7	L7-2088	接班	b79-m4-meetings-discussion	zh+en
band7	L7-2089	接班人	b79-m4-meetings-discussion	zh+en
band7	L7-2092	接济	b79-m4-meetings-discussion	zh+en
band7	L7-2093	接见	b79-m4-meetings-discussion	zh+en
band7	L7-2094	接力	b79-m4-meetings-discussion	zh+en
band7	L7-2097	接送	b79-m4-meetings-discussion	zh+en
band7	L7-2101	揭发	b79-m4-meetings-discussion	zh+en
band7	L7-2107	节水	b79-m4-meetings-discussion	zh+en
band7	L7-2110	劫持	b79-m4-meetings-discussion	zh+en
band7	L7-2138	界定	b79-m4-meetings-discussion	zh+en
band7	L7-2155	紧凑	b79-m4-meetings-discussion	zh+en
band7	L7-2164	进场	b79-m4-meetings-discussion	zh+en
band7	L7-2167	进出口	b79-m4-meetings-discussion	zh+en
band7	L7-2169	进而	b79-m4-meetings-discussion	zh+en
band7	L7-2171	近年来	b79-m4-negotiation	zh+en
band7	L7-2201	精练	b79-m4-negotiation	zh+en
band7	L7-2202	精妙	b79-m4-negotiation	zh+en
band7	L7-2214	颈部	b79-m4-negotiation	zh+en
band7	L7-2228	敬爱	b79-m4-negotiation	zh+en
band7	L7-2230	敬酒	b79-m4-negotiation	zh+en
band7	L7-2231	敬礼	b79-m4-negotiation	zh+en
band7	L7-2233	敬请	b79-m4-negotiation	zh+en
band7	L7-2236	敬重	b79-m4-negotiation	zh+en
band7	L7-2245	揪	b79-m4-negotiation	zh+en
band7	L7-2249	酒楼	b79-m4-negotiation	zh+en
band7	L7-2253	就餐	b79-m4-negotiation	zh+en
band7	L7-2254	就地	b79-m4-negotiation	zh+en
band7	L7-2256	就近	b79-m4-negotiation	zh+en
band7	L7-2294	据此	b79-m4-negotiation	zh+en
band7	L7-2328	开采	b79-m4-negotiation	zh+en
band7	L7-2330	开场白	b79-m4-negotiation	zh+en
band7	L7-2354	堪称	b79-m4-negotiation	zh+en
band7	L7-2386	可贵	b79-m4-negotiation	zh+en
band7	L7-2422	口碑	b79-m4-formal-writing	zh+en
band7	L7-2423	口才	b79-m4-formal-writing	zh+en
band7	L7-2425	口感	b79-m4-formal-writing	zh+en
band7	L7-2438	扣除	b79-m4-formal-writing	zh+en
band7	L7-2454	夸大	b79-m4-formal-writing	zh+en
band7	L7-2460	挎	b79-m4-formal-writing	zh+en
band7	L7-2478	矿藏	b79-m4-formal-writing	zh+en
band7	L7-2481	亏本	b79-m4-formal-writing	zh+en
band7	L7-2493	拉动	b79-m4-formal-writing	zh+en
band7	L7-2516	缆车	b79-m4-formal-writing	zh+en
band7	L7-2535	老化	b79-m4-formal-writing	zh+en
band7	L7-2549	类别	b79-m4-formal-writing	zh+en
band7	L7-2589	立功	b79-m4-formal-writing	zh+en
band7	L7-2623	亮点	b79-m5-idiomatic-social	zh+en
band7	L7-2649	临街	b79-m5-idiomatic-social	zh+en
band7	L7-2730	屡次	b79-m5-idiomatic-social	zh+en
band7	L7-2744	轮换	b79-m5-idiomatic-social	zh+en
band8	L8-0942	独立自主	b79-m2-emphasis-reinforcement	zh+en
band8	L8-1008	耳目一新	b79-m2-emphasis-reinforcement	zh+en
band8	L8-1009	耳熟能详	b79-m2-emphasis-reinforcement	zh+en
band8	L8-1010	耳闻目睹	b79-m2-emphasis-reinforcement	zh+en
band8	L8-1082	仿制	b79-m2-emphasis-reinforcement	zh+en
band8	L8-1090	放纵	b79-m2-counterargument	zh+en
band8	L8-1109	废寝忘食	b79-m2-counterargument	zh+en
